Rk,Name,Age,Tm,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru,Name-additional
440,Bailey Horn*,27,DET,6.0,26,119,4.58,76,63.9%,31.6%,17.1%,31.6%,19.7%,68.4%,0.0%,43.7%,75.0%,53.8%,3.8%,1,1,57.7%,15,12,2,1,5,16.7%,2,0,0,0,0,hornba01
441,Cade Horton,23,CHC,87.2,366,1374,3.75,892,64.9%,26.0%,20.0%,25.2%,28.8%,74.0%,0.0%,48.0%,73.0%,66.1%,4.1%,15,9,28.7%,105,60,11,14,56,20.0%,12,6,0,0,0,hortoca01
442,Tanner Houck,29,BOS,43.2,203,749,3.69,469,62.6%,29.0%,15.4%,23.9%,31.8%,71.0%,0.0%,44.5%,78.4%,62.1%,3.4%,7,6,18.7%,38,22,4,10,22,31.3%,6,1,0,0,0,houckta01
443,Adrian Houser,32,TOT,84.1,350,1255,3.59,818,65.2%,25.1%,14.1%,29.6%,31.3%,74.9%,0.0%,48.8%,81.2%,64.0%,4.3%,15,10,25.4%,89,46,3,13,47,21.7%,6,5,0,0,0,housead01
444,Adrian Houser,32,CHW,68.2,278,999,3.59,645,64.6%,25.4%,13.2%,29.6%,31.8%,74.6%,0.0%,48.1%,82.3%,61.9%,4.7%,13,8,22.3%,62,34,1,11,36,23.4%,3,5,0,0,0,housead01
445,Adrian Houser,32,TBR,15.2,72,256,3.56,173,67.6%,23.7%,17.3%,29.5%,29.5%,76.3%,0.0%,51.6%,77.3%,72.2%,2.8%,2,2,37.5%,27,12,2,2,11,15.4%,3,0,0,0,0,housead01
446,Bryan Hudson*,28,TOT,14.0,71,301,4.24,173,57.5%,35.8%,17.3%,24.3%,22.5%,64.2%,0.0%,36.9%,73.0%,43.7%,9.9%,7,4,31.0%,22,13,3,7,10,41.2%,0,1,0,0,0,hudsobr01
447,Bryan Hudson*,28,MIL,10.1,54,234,4.33,131,56.0%,38.2%,16.8%,24.4%,20.6%,61.8%,0.0%,34.6%,72.8%,40.7%,11.1%,6,3,25.9%,14,8,2,6,7,46.2%,0,1,0,0,0,hudsobr01
448,Bryan Hudson*,28,CHW,3.2,17,67,3.94,42,62.7%,28.6%,19.0%,23.8%,28.6%,71.4%,0.0%,44.8%,73.3%,52.9%,5.9%,1,1,47.1%,8,5,1,1,3,25.0%,0,0,0,0,0,hudsobr01
449,Cooper Hummel,30,HOU,1.0,9,17,1.89,13,76.5%,30.8%,7.7%,0.0%,61.5%,69.2%,0.0%,52.9%,88.9%,77.8%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,hummeco01
450,Brant Hurter*,26,DET,58.2,258,972,3.77,609,62.7%,29.9%,18.1%,26.4%,25.6%,70.1%,0.0%,43.9%,74.2%,60.5%,6.2%,16,8,27.5%,71,39,2,19,43,30.6%,16,5,0,0,0,hurtebr01
451,Raisel Iglesias,35,ATL,51.2,208,739,3.55,518,70.1%,26.4%,23.4%,23.4%,26.8%,73.6%,0.0%,51.6%,68.2%,63.0%,3.8%,8,4,30.8%,64,44,5,14,43,24.6%,13,2,0,0,0,iglesra01
452,Shota Imanaga*,31,CHC,103.0,403,1563,3.88,1067,68.3%,20.4%,19.2%,32.4%,27.9%,79.6%,0.0%,54.3%,75.9%,62.8%,2.7%,11,8,27.5%,111,63,6,19,66,22.4%,16,3,0,0,0,imanash01
453,Jake Irvin,28,WSN,140.0,607,2271,3.74,1470,64.7%,27.7%,12.6%,28.4%,31.4%,72.3%,0.0%,46.8%,82.6%,65.2%,4.1%,25,12,23.7%,144,63,12,21,73,22.3%,12,13,0,0,0,irvinja01
454,Luke Jackson,33,TOT,39.2,174,607,3.49,375,61.8%,26.4%,16.5%,24.8%,32.0%,73.3%,0.0%,45.3%,77.2%,59.8%,6.3%,11,5,21.8%,38,22,2,11,17,39.3%,5,3,0,0,0,jackslu01
455,Luke Jackson,33,TEX,35.0,152,519,3.41,327,63.0%,27.2%,16.2%,23.5%,32.7%,72.5%,0.0%,45.7%,77.3%,60.5%,5.3%,8,4,21.7%,33,20,2,11,13,45.8%,5,1,0,0,0,jackslu01
456,Luke Jackson,33,DET,4.2,22,88,4.00,48,54.5%,20.8%,18.8%,33.3%,27.1%,79.2%,0.0%,43.2%,76.3%,54.5%,13.6%,3,1,22.7%,5,2,0,0,4,0.0%,0,2,0,0,0,jackslu01
457,Alek Jacob,27,SDP,25.1,122,470,3.85,308,65.5%,28.2%,16.6%,26.9%,28.2%,71.8%,0.0%,47.0%,76.9%,62.3%,5.7%,7,4,15.6%,19,11,2,2,17,10.5%,2,3,0,0,0,jacobal01
458,Drey Jameson,27,ARI,3.0,13,53,4.08,27,50.9%,25.9%,14.8%,22.2%,37.0%,74.1%,0.0%,37.7%,80.0%,61.5%,7.7%,1,0,30.8%,4,2,0,0,0,,0,1,0,0,0,jamesdr01
459,Travis Jankowski,34,NYM,1.0,6,13,2.17,7,53.8%,14.3%,0.0%,28.6%,57.1%,85.7%,0.0%,46.2%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,jankotr01
460,Kenley Jansen,37,LAA,47.0,191,701,3.67,490,69.9%,20.2%,21.0%,32.4%,26.3%,79.8%,0.0%,55.8%,73.7%,62.8%,4.2%,8,3,38.7%,74,50,5,8,39,17.0%,12,3,0,0,0,janseke01
461,Bryce Jarvis,27,ARI,14.1,63,248,3.94,146,58.9%,28.8%,15.8%,27.4%,28.1%,71.2%,0.0%,41.9%,77.9%,55.6%,6.3%,4,3,17.5%,11,6,0,3,10,23.1%,3,1,0,0,0,jarvibr01
462,Cristian Javier,28,HOU,8.0,32,135,4.22,87,64.4%,24.1%,17.2%,33.3%,25.3%,75.9%,0.0%,48.9%,77.3%,56.3%,0.0%,0,0,21.9%,7,3,0,0,7,0.0%,0,0,0,0,0,javiecr01
463,Griffin Jax,30,TOT,51.2,223,866,3.88,591,68.2%,25.4%,28.3%,24.7%,21.7%,74.6%,0.0%,50.9%,62.1%,67.7%,4.0%,9,6,29.6%,66,38,4,13,66,16.5%,15,1,0,0,0,jaxgr01
464,Griffin Jax,30,MIN,46.0,198,760,3.84,526,69.2%,25.5%,28.9%,24.3%,21.3%,74.5%,0.0%,51.6%,61.2%,69.2%,4.5%,9,6,29.8%,59,33,4,13,59,18.1%,14,1,0,0,0,jaxgr01
465,Griffin Jax,30,TBR,5.2,25,106,4.24,65,61.3%,24.6%,23.1%,27.7%,24.6%,75.4%,0.0%,46.2%,69.4%,56.0%,0.0%,0,0,28.0%,7,5,0,0,7,0.0%,1,0,0,0,0,jaxgr01
466,Jackson Jobe,22,DET,49.0,218,877,4.02,533,60.8%,27.8%,17.8%,26.3%,28.1%,72.2%,0.0%,43.9%,75.3%,66.1%,5.0%,11,8,29.4%,64,27,1,9,30,23.1%,6,3,0,0,0,jobeja01
467,Pierce Johnson,34,ATL,46.1,181,722,3.99,474,65.7%,33.5%,17.7%,24.1%,24.7%,66.5%,0.0%,43.6%,73.3%,69.1%,3.9%,7,3,29.3%,53,26,2,12,33,26.7%,11,2,0,0,0,johnspi01
468,Ryan Johnson,22,LAA,14.2,72,273,3.79,176,64.5%,26.1%,20.5%,24.4%,29.0%,73.9%,0.0%,47.6%,72.3%,51.4%,2.8%,2,0,19.4%,14,4,0,4,12,25.0%,1,1,0,0,0,johnsry01
469,Seth Johnson,26,PHI,12.2,54,214,3.96,147,68.7%,21.8%,21.8%,34.0%,22.4%,78.2%,0.0%,53.7%,72.2%,64.8%,1.9%,1,1,40.7%,22,12,1,5,12,29.4%,5,0,0,0,0,johnsse01
470,Ben Joyce,24,LAA,4.1,20,69,3.45,45,65.2%,11.1%,20.0%,28.9%,40.0%,88.9%,0.0%,58.0%,77.5%,40.0%,0.0%,0,0,10.0%,2,1,0,0,1,0.0%,1,0,0,0,0,joycebe01
471,Jakob Junis,32,CLE,51.0,217,809,3.73,524,64.8%,31.7%,14.9%,23.3%,30.2%,68.3%,0.0%,44.3%,78.2%,61.3%,4.6%,10,6,26.7%,58,25,1,7,31,18.4%,6,2,0,0,0,junisja01
472,Janson Junk,29,MIA,82.1,333,1204,3.62,823,68.4%,23.3%,14.2%,30.5%,32.0%,76.7%,0.0%,52.4%,81.5%,67.3%,2.4%,8,7,24.3%,81,28,3,16,42,27.6%,8,1,0,0,0,junkja01
473,Tommy Kahnle,35,DET,47.2,204,800,3.92,487,60.9%,27.3%,18.3%,25.7%,28.7%,72.7%,0.0%,44.3%,74.9%,57.4%,6.4%,13,8,16.7%,34,16,2,6,34,15.0%,6,5,0,0,0,kahnlto01
474,Brad Keller,29,CHC,54.1,218,877,4.02,555,63.3%,27.9%,17.8%,28.5%,25.6%,71.9%,0.0%,45.5%,75.0%,63.8%,3.2%,7,3,30.3%,66,27,3,12,43,21.8%,8,4,0,0,0,kellebr01
475,Mitch Keller,29,PIT,141.2,602,2286,3.80,1512,66.1%,25.9%,14.6%,30.0%,29.4%,74.0%,0.0%,49.0%,80.3%,59.8%,2.0%,12,5,25.9%,156,102,9,30,82,26.8%,25,7,0,0,0,kellemi03
476,Casey Kelly,35,ARI,1.2,6,24,4.00,13,54.2%,23.1%,15.4%,23.1%,38.5%,76.9%,0.0%,41.7%,80.0%,66.7%,16.7%,1,0,0.0%,0,0,0,0,0,,0,1,0,0,0,kellyca01
477,Kevin Kelly,27,TBR,27.1,123,428,3.48,265,61.9%,27.5%,12.5%,24.2%,35.8%,72.5%,0.0%,44.9%,82.8%,63.4%,3.3%,4,3,14.6%,18,1,0,4,16,20.0%,1,0,0,0,0,kellyke02
478,Merrill Kelly,36,TOT,144.2,585,2270,3.88,1463,64.4%,25.0%,18.6%,28.9%,27.5%,75.0%,0.0%,48.3%,75.2%,63.4%,3.4%,20,15,23.6%,138,70,5,37,99,27.2%,17,5,0,0,0,kellyme01
479,Merrill Kelly,36,ARI,128.2,515,2008,3.90,1294,64.4%,25.3%,18.4%,28.9%,27.4%,74.7%,0.0%,48.1%,75.4%,63.9%,3.1%,16,13,25.2%,130,66,4,33,88,27.3%,16,3,0,0,0,kellyme01
480,Merrill Kelly,36,TEX,16.0,70,262,3.74,169,64.5%,22.5%,20.1%,29.0%,28.4%,77.5%,0.0%,50.0%,74.0%,60.0%,5.7%,4,2,11.4%,8,4,1,4,11,26.7%,1,2,0,0,0,kellyme01
481,Michael Kelly,32,ATH,25.0,104,418,4.02,261,62.4%,33.7%,14.9%,23.4%,28.0%,66.3%,0.0%,41.4%,77.5%,52.9%,7.7%,8,5,26.0%,27,15,1,2,15,11.1%,4,2,0,0,0,kellymi03
482,Zack Kelly,30,BOS,22.2,103,386,3.75,246,63.7%,26.0%,19.5%,27.6%,26.8%,74.0%,0.0%,47.2%,73.6%,69.9%,4.9%,5,3,34.0%,35,19,0,5,20,20.0%,6,1,0,0,0,kellyza01
483,Zak Kent,27,CLE,7.1,32,143,4.47,79,55.2%,31.6%,20.3%,24.1%,24.1%,68.4%,0.0%,37.8%,70.4%,50.0%,9.4%,3,1,18.8%,6,1,0,1,7,12.5%,0,2,0,0,0,kentza01
484,Orion Kerkering,24,PHI,47.2,208,805,3.87,519,64.5%,34.3%,16.8%,22.9%,26.0%,65.7%,0.0%,42.4%,74.5%,63.5%,4.3%,9,3,31.7%,66,35,5,20,30,40.0%,5,3,0,0,0,kerkeor01
485,Clayton Kershaw*,37,LAD,77.2,316,1180,3.73,748,63.4%,29.0%,16.2%,22.1%,32.8%,71.0%,0.0%,45.0%,77.2%,61.4%,3.8%,12,6,23.1%,73,33,2,12,37,24.5%,11,6,0,0,0,kershcl01
486,Yusei Kikuchi*,34,LAA,143.0,621,2511,4.04,1609,64.1%,24.5%,17.8%,32.3%,25.4%,75.5%,0.0%,48.4%,76.5%,64.3%,3.9%,24,12,28.0%,174,91,8,31,118,20.8%,23,9,0,0,0,kikucyu01
487,Craig Kimbrel,37,ATL,1.0,3,14,4.67,6,42.9%,33.3%,16.7%,33.3%,16.7%,66.7%,0.0%,28.6%,75.0%,33.3%,33.3%,1,0,0.0%,0,0,0,0,1,0.0%,0,1,0,0,0,kimbrcr01
488,Bryan King*,28,HOU,50.2,209,799,3.82,551,69.0%,28.9%,18.0%,28.1%,25.0%,71.1%,0.0%,49.1%,74.7%,64.1%,2.9%,6,5,35.9%,75,48,2,24,34,41.4%,9,1,0,0,0,kingbr02
489,John King*,30,STL,41.2,192,675,3.52,439,65.0%,22.8%,14.8%,27.1%,35.3%,77.2%,0.0%,50.2%,80.8%,62.0%,1.6%,3,2,19.3%,37,14,2,6,18,25.0%,3,1,0,0,0,kingjo01
490,Michael King,30,SDP,57.2,237,980,4.14,601,61.3%,28.3%,19.5%,27.3%,25.0%,71.7%,0.0%,44.0%,72.9%,59.5%,4.2%,10,5,21.9%,52,25,5,22,43,33.8%,7,5,0,0,0,kingmi01
491,Tyler Kinley,34,TOT,55.0,247,1012,4.10,645,63.7%,23.7%,24.0%,28.5%,23.7%,76.3%,0.0%,48.6%,68.5%,59.9%,4.5%,11,2,32.4%,80,50,5,10,50,16.7%,15,6,0,0,0,kinlety01
492,Tyler Kinley,34,COL,47.2,214,872,4.07,560,64.2%,23.2%,23.4%,29.5%,23.9%,76.8%,0.0%,49.3%,69.5%,59.8%,5.1%,11,2,31.3%,67,44,5,9,42,17.6%,13,6,0,0,0,kinlety01
493,Tyler Kinley,34,ATL,7.1,33,140,4.24,85,60.7%,27.1%,28.2%,22.4%,22.4%,72.9%,0.0%,44.3%,61.3%,60.6%,0.0%,0,0,39.4%,13,6,0,1,8,11.1%,2,0,0,0,0,kinlety01
494,George Kirby,27,SEA,89.2,372,1465,3.94,969,66.1%,24.4%,19.8%,30.1%,25.7%,75.6%,0.0%,50.0%,73.8%,66.7%,1.9%,7,6,26.6%,99,43,1,20,74,21.3%,15,1,0,0,0,kirbyge01
495,Andrew Kittredge,35,TOT,38.1,154,557,3.62,390,70.0%,24.9%,21.3%,27.4%,26.4%,75.1%,0.0%,52.6%,71.7%,75.3%,1.9%,3,1,37.7%,58,38,2,10,32,23.8%,14,1,0,0,0,kittran01
496,Andrew Kittredge,35,BAL,31.1,126,446,3.54,311,69.7%,24.4%,20.6%,27.3%,27.7%,75.6%,0.0%,52.7%,72.8%,73.8%,2.4%,3,1,34.9%,44,29,2,8,24,25.0%,10,1,0,0,0,kittran01
497,Andrew Kittredge,35,CHC,7.0,28,111,3.96,79,71.2%,26.6%,24.1%,27.8%,21.5%,73.4%,0.0%,52.3%,67.2%,82.1%,0.0%,0,0,50.0%,14,9,0,2,8,20.0%,4,0,0,0,0,kittran01
498,Will Klein,25,LAD,10.2,53,239,4.51,138,57.7%,25.4%,19.6%,35.5%,19.6%,74.6%,0.0%,43.1%,73.8%,56.6%,9.4%,5,4,32.1%,17,8,0,4,11,26.7%,3,1,0,0,0,kleinwi01
499,Landon Knack,27,LAD,38.2,172,718,4.17,438,61.0%,26.0%,15.5%,31.7%,26.7%,74.0%,0.0%,45.1%,79.0%,64.5%,5.2%,9,6,32.6%,56,21,3,12,23,34.3%,5,3,0,0,0,knackla01
500,Jack Kochanowicz,24,LAA,107.2,491,1780,3.63,1101,61.9%,22.5%,16.3%,28.8%,32.3%,77.5%,0.0%,47.9%,78.9%,59.1%,5.5%,27,13,20.0%,98,60,4,12,59,16.9%,13,10,0,0,0,kochaja01
501,Jared Koenig*,31,MIL,51.0,212,810,3.82,521,64.3%,30.9%,14.8%,26.7%,27.6%,69.1%,0.0%,44.4%,78.6%,60.8%,5.2%,11,6,27.8%,59,30,2,18,29,38.3%,9,4,0,0,0,koenija01
502,Stephen Kolek,28,SDP,79.2,338,1233,3.65,776,62.9%,28.0%,13.4%,26.8%,31.8%,72.0%,0.0%,45.3%,81.4%,61.8%,3.6%,12,11,20.1%,68,32,2,17,39,30.4%,10,0,0,0,0,kolekst01
503,Michael Kopech,29,LAD,7.0,29,114,3.93,71,62.3%,29.6%,22.5%,23.9%,23.9%,70.4%,0.0%,43.9%,68.0%,62.1%,0.0%,0,0,27.6%,8,4,1,3,5,37.5%,2,0,0,0,0,kopecmi01
504,Christian Koss,27,SFG,3.0,13,33,2.54,25,75.8%,24.0%,0.0%,24.0%,52.0%,76.0%,0.0%,57.6%,100.0%,92.3%,0.0%,0,0,23.1%,3,1,0,0,0,,0,0,0,0,0,kossch01
505,Jackson Kowar,28,SEA,17.0,71,281,3.96,169,60.1%,20.1%,20.1%,31.4%,28.4%,79.9%,0.0%,48.0%,74.8%,54.9%,4.2%,3,3,19.7%,14,7,0,5,10,33.3%,3,0,0,0,0,kowarja01
506,Max Kranick,27,NYM,37.0,149,528,3.54,363,68.8%,19.0%,16.8%,31.7%,32.5%,81.0%,0.0%,55.7%,79.3%,64.4%,2.0%,3,2,26.8%,40,26,3,4,21,16.0%,7,1,0,0,0,kranima01
507,Dean Kremer,29,BAL,147.1,606,2332,3.85,1539,66.0%,25.1%,16.8%,29.3%,28.8%,74.9%,0.0%,49.4%,77.6%,66.7%,3.3%,20,15,24.4%,148,73,3,26,97,21.1%,18,5,0,0,0,kremede01
508,Brooks Kriske,31,TOT,11.1,51,210,4.12,125,59.5%,32.0%,16.8%,24.0%,27.2%,68.0%,0.0%,40.5%,75.3%,51.0%,7.8%,4,3,19.6%,10,6,0,3,7,30.0%,3,0,0,0,0,kriskbr01
509,Brooks Kriske,31,CHC,6.0,24,98,4.08,54,55.1%,31.5%,14.8%,25.9%,27.8%,68.5%,0.0%,37.8%,78.4%,54.2%,4.2%,1,0,12.5%,3,1,0,1,3,25.0%,1,0,0,0,0,kriskbr01
510,Brooks Kriske,31,MIN,5.1,27,112,4.15,71,63.4%,32.4%,18.3%,22.5%,26.8%,67.6%,0.0%,42.9%,72.9%,48.1%,11.1%,3,3,25.9%,7,5,0,2,4,33.3%,2,0,0,0,0,kriskbr01
511,Matt Krook*,30,ATH,3.1,15,71,4.73,45,63.4%,26.7%,15.6%,33.3%,24.4%,73.3%,0.0%,46.5%,78.8%,60.0%,6.7%,1,1,26.7%,4,2,0,1,2,33.3%,0,0,0,0,0,krookma01
512,Joe La Sorsa*,27,CIN,6.2,33,100,3.03,67,67.0%,34.3%,7.5%,14.9%,43.3%,65.7%,0.0%,44.0%,88.6%,63.6%,0.0%,0,0,24.2%,8,7,4,1,1,50.0%,0,0,0,0,0,lasorjo01
513,Alex Lange,29,DET,1.0,6,20,3.33,13,65.0%,7.7%,38.5%,23.1%,30.8%,92.3%,0.0%,60.0%,58.3%,66.7%,0.0%,0,0,16.7%,1,0,0,0,1,0.0%,0,0,0,0,0,langeal01
514,Sauryn Lao,25,SEA,1.2,8,37,4.63,21,56.8%,23.8%,33.3%,19.0%,23.8%,76.2%,0.0%,43.2%,56.3%,50.0%,0.0%,0,0,25.0%,2,1,0,0,3,0.0%,1,0,0,0,0,laosa01
515,Andry Lara,22,WSN,14.1,78,255,3.27,157,61.6%,23.6%,10.2%,28.7%,37.6%,76.4%,0.0%,47.1%,86.7%,57.7%,5.1%,4,1,14.1%,11,7,1,3,7,30.0%,2,3,0,0,0,laraan01
516,Jacob Latz*,29,TEX,55.2,232,928,4.00,585,63.0%,20.7%,24.6%,28.4%,26.2%,79.1%,0.0%,49.9%,68.8%,60.8%,4.3%,10,4,24.6%,57,34,2,12,40,23.1%,8,4,0,0,0,latzja01
517,Eric Lauer*,30,TOR,88.0,356,1399,3.93,928,66.3%,27.3%,17.5%,29.3%,26.0%,72.7%,0.0%,48.2%,76.0%,67.4%,3.7%,13,9,30.9%,110,55,3,29,58,33.3%,11,3,0,0,0,lauerer01
518,Casey Lawrence,37,TOT,17.2,80,276,3.45,179,64.9%,29.1%,10.1%,21.2%,39.7%,70.9%,0.0%,46.0%,85.8%,62.5%,2.5%,2,1,16.3%,13,5,1,2,5,28.6%,1,1,0,0,0,lawreca01
519,Casey Lawrence,37,SEA,15.0,65,224,3.45,148,66.1%,29.7%,11.5%,19.6%,39.2%,70.3%,0.0%,46.4%,83.7%,63.1%,3.1%,2,1,15.4%,10,4,1,2,4,33.3%,0,1,0,0,0,lawreca01
520,Casey Lawrence,37,TOR,2.2,15,52,3.47,31,59.6%,25.8%,3.2%,29.0%,41.9%,74.2%,0.0%,44.2%,95.7%,60.0%,0.0%,0,0,20.0%,3,1,0,0,1,0.0%,1,0,0,0,0,lawreca01
521,Justin Lawrence,30,PIT,11.1,44,172,3.91,99,57.6%,32.3%,25.3%,21.2%,21.2%,67.7%,0.0%,39.0%,62.7%,50.0%,4.5%,2,0,22.7%,10,6,0,4,11,26.7%,2,1,0,0,0,lawreju01
522,Max Lazar,26,PHI,32.0,131,483,3.69,312,64.6%,29.8%,13.8%,24.0%,32.4%,70.2%,0.0%,45.3%,80.4%,58.0%,2.3%,3,1,19.1%,25,8,2,8,13,38.1%,3,2,0,0,0,lazarma01
523,Kyle Leahy,28,STL,67.1,271,1003,3.70,670,66.8%,25.5%,18.1%,28.2%,28.2%,74.5%,0.0%,49.8%,75.8%,69.4%,3.0%,8,4,29.9%,81,42,3,14,46,23.3%,14,3,0,0,0,leahyky01
524,Jordan Leasure,26,CHW,46.1,204,854,4.19,523,61.2%,21.4%,24.3%,31.4%,22.9%,78.6%,0.0%,48.1%,69.1%,59.8%,6.9%,14,9,22.1%,45,26,4,10,49,16.9%,10,5,0,0,0,leasujo01
525,José Leclerc,31,ATH,9.0,46,225,4.89,132,58.7%,16.7%,25.8%,32.6%,25.0%,83.3%,0.0%,48.9%,69.1%,50.0%,0.0%,0,0,26.1%,12,5,1,3,5,37.5%,2,0,0,0,0,leclejo01
526,Chase Lee,26,DET,37.1,148,600,4.05,384,64.0%,30.7%,14.6%,28.4%,26.3%,69.3%,0.0%,44.3%,78.9%,62.8%,4.1%,6,4,28.4%,42,23,3,7,29,19.4%,6,1,0,0,0,leech02
527,Dylan Lee*,30,ATL,56.0,219,880,4.02,591,67.2%,23.4%,26.6%,25.5%,24.5%,76.6%,0.0%,51.5%,65.3%,67.6%,2.3%,5,4,38.4%,84,52,1,8,52,13.1%,13,0,0,0,0,leedy01
528,Casey Legumina,28,SEA,46.2,206,820,3.98,549,67.0%,25.3%,17.9%,33.2%,23.7%,74.7%,0.0%,50.0%,76.1%,64.1%,3.9%,8,4,35.9%,74,42,6,12,39,23.5%,9,2,0,0,0,legumca01
529,Jack Leiter,25,TEX,108.2,474,1910,4.03,1181,61.8%,23.5%,19.0%,31.0%,26.4%,76.4%,0.0%,47.2%,75.1%,58.4%,3.8%,18,12,24.3%,115,56,3,29,72,28.7%,16,6,0,0,0,leiteja01
530,Mark Leiter Jr.,34,NYY,38.2,174,671,3.86,425,63.3%,27.8%,21.2%,24.9%,26.1%,72.2%,0.0%,45.8%,70.7%,59.2%,4.0%,7,6,25.9%,45,22,4,7,40,14.9%,9,1,0,0,0,leitema02
531,Matthew Liberatore*,25,STL,122.0,522,1919,3.68,1253,65.3%,25.4%,14.8%,28.3%,31.4%,74.6%,0.0%,48.7%,80.1%,64.0%,3.3%,17,14,24.1%,126,70,7,24,69,25.8%,17,3,0,0,0,liberma01
532,Zack Littell,29,TOT,151.0,612,2189,3.58,1479,67.6%,22.1%,15.8%,29.6%,32.4%,77.8%,0.0%,52.6%,79.6%,64.9%,2.9%,18,10,22.7%,139,76,12,22,80,21.6%,12,7,0,0,0,litteza01
533,Zack Littell,29,TBR,133.1,538,1927,3.58,1306,67.8%,22.1%,15.5%,30.0%,32.3%,77.9%,0.0%,52.8%,80.0%,65.8%,2.6%,14,9,22.5%,121,64,10,17,71,19.3%,10,4,0,0,0,litteza01
534,Zack Littell,29,CIN,17.2,74,262,3.54,173,66.0%,22.5%,17.9%,26.6%,32.9%,77.5%,0.0%,51.1%,76.9%,58.1%,5.4%,4,1,24.3%,18,12,2,5,9,35.7%,2,3,0,0,0,litteza01
535,Brendon Little*,28,TOR,54.0,236,987,4.18,566,57.3%,28.1%,32.7%,18.2%,21.0%,71.9%,0.0%,41.2%,54.5%,55.5%,7.2%,17,6,25.0%,59,21,0,11,65,14.3%,10,7,0,0,0,littlbr02
536,Jack Little,27,LAD,3.0,14,44,3.14,31,70.5%,19.4%,25.8%,22.6%,32.3%,80.6%,0.0%,56.8%,68.0%,85.7%,0.0%,0,0,35.7%,5,3,1,0,2,0.0%,1,0,0,0,0,littlja02
537,Luke Little*,24,CHC,2.2,15,76,5.07,37,48.7%,48.6%,10.8%,27.0%,13.5%,51.4%,0.0%,25.0%,78.9%,33.3%,26.7%,4,2,13.3%,2,1,0,2,2,50.0%,0,2,0,0,0,littllu01
538,Ben Lively,33,CLE,44.2,179,719,4.02,460,64.0%,26.3%,12.0%,32.6%,29.1%,73.7%,0.0%,47.1%,83.8%,60.9%,1.7%,3,1,25.1%,45,24,4,12,17,41.4%,5,2,0,0,0,livelbe01
539,Jonathan Loáisiga,30,NYY,29.2,135,468,3.47,315,67.3%,20.6%,21.0%,27.3%,30.8%,79.0%,0.0%,53.2%,73.2%,64.4%,4.4%,6,3,31.9%,43,28,2,5,19,20.8%,6,0,0,0,0,loaisjo01
540,Nick Lodolo*,27,CIN,129.2,527,2031,3.85,1336,65.8%,24.3%,18.9%,29.3%,27.5%,75.7%,0.0%,49.8%,75.0%,66.4%,2.5%,13,10,29.8%,157,82,5,28,95,22.8%,26,3,0,0,0,lodolni01
541,Sam Long*,29,KCR,26.1,123,510,4.15,316,62.0%,25.3%,14.6%,33.2%,26.9%,74.7%,0.0%,46.3%,80.5%,53.7%,4.9%,6,4,24.4%,30,20,1,6,17,26.1%,3,1,0,0,0,longsa01
542,Jacob Lopez*,27,ATH,84.2,359,1511,4.21,943,62.4%,26.4%,21.1%,29.6%,22.9%,73.6%,0.0%,45.9%,71.3%,65.2%,3.6%,13,11,25.9%,93,41,3,17,86,16.5%,15,2,0,0,0,lopezja04
543,Jorge López,32,WSN,24.2,106,389,3.67,263,67.6%,26.6%,12.5%,30.8%,30.0%,73.4%,0.0%,49.6%,82.9%,61.3%,3.8%,4,3,29.2%,31,19,1,2,15,11.8%,1,1,0,0,0,lopezjo02
544,Nicky Lopez,30,LAA,0.1,2,9,4.50,3,33.3%,33.3%,0.0%,33.3%,33.3%,66.7%,0.0%,22.2%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,lopezni01
545,Pablo López,29,MIN,60.2,247,1007,4.08,653,64.8%,24.5%,19.9%,29.7%,25.9%,75.5%,0.0%,49.0%,73.6%,61.1%,1.6%,4,4,33.6%,83,35,3,14,47,23.0%,13,0,0,0,0,lopezpa01
546,Reynaldo López,31,ATL,5.0,26,94,3.62,58,61.7%,29.3%,5.2%,27.6%,37.9%,70.7%,0.0%,43.6%,92.7%,65.4%,3.8%,1,1,15.4%,4,1,1,1,0,100.0%,0,0,0,0,0,lopezre01
547,Brad Lord,25,WSN,91.0,375,1440,3.84,935,64.9%,22.7%,17.5%,31.0%,28.8%,77.3%,0.0%,50.2%,77.3%,58.1%,3.5%,13,5,29.1%,109,65,10,11,62,15.1%,15,8,0,0,0,lordbr02
548,Michael Lorenzen,33,KCR,103.2,442,1693,3.83,1078,63.7%,24.3%,17.3%,28.8%,29.6%,75.7%,0.0%,48.2%,77.2%,60.9%,3.6%,16,9,25.6%,113,54,8,28,60,31.8%,9,7,0,0,0,lorenmi01
549,Ryan Loutos,26,TOT,12.0,68,231,3.40,147,63.6%,27.9%,12.2%,25.9%,34.0%,72.1%,0.0%,45.9%,83.0%,60.3%,5.9%,4,1,11.8%,8,4,0,1,7,12.5%,2,3,0,0,0,loutory01
